10 0.01
20 0.01
30 0.01
40 0.01
50 0.01
60 0.01
70 0.01
80 0.01
90 0.02
100 0.02
110 0.02
120 0.02
130 0.02
140 0.02
150 0.02
160 0.03
170 0.03
180 0.03
190 0.04
200 0.04
210 0.05
220 0.05
230 0.06
240 0.06
250 0.07
260 0.09
270 0.08
280 0.09
290 0.10
300 0.11
310 0.12
320 0.13
330 0.14
340 0.17
350 0.18
360 0.20
370 0.21
380 0.23
390 0.24
400 0.26
410 0.28
420 0.30
430 0.33
440 0.35
450 0.39
460 0.40
470 0.43
480 0.45
490 0.48
500 0.54
