2	2454	1227	613	2
3	2535	845	422	2
4	2988	747	373	2
5	3735	747	373	2
6	3666	611	305	2
7	3563	509	254	2
8	4264	533	266	2
9	4365	485	242	2
10	4590	459	229	2
11	4807	437	218	2
12	5388	449	224	2
13	5707	439	219	2
14	6174	441	220	2
15	5595	373	186	2
16	5776	361	180	2
17	6443	379	189	2
18	6534	363	181	2
19	7733	407	203	2
20	8020	401	200	2
21	8505	405	202	2
22	6798	309	154	2
23	8303	361	180	2
24	6600	275	137	2
25	9175	367	183	2
26	6578	253	126	2
27	7425	275	137	2
28	9324	333	166	2
29	8555	295	147	2
30	9570	319	159	2
31	5301	171	85	2
32	10528	329	164	2
33	11253	341	170	2
34	11866	349	174	2
35	9905	283	141	2
36	9756	271	135	2
37	10323	279	139	2
38	8626	227	113	2
39	10257	263	131	2
40	11640	291	145	2
41	10209	249	124	2
42	13062	311	155	2
43	12599	293	146	2
44	10428	237	118	2
45	10125	225	112	2
46	13202	287	143	2
47	11609	247	123	2
48	11856	247	123	2
49	8379	171	85	2
50	14850	297	148	2
51	13719	269	134	2
52	13988	269	134	2
53	12243	231	115	2
54	15174	281	140	2
55	8415	153	76	2
56	15848	283	141	2
57	13395	235	117	2
58	16298	281	140	2
59	13393	227	113	2
60	14460	241	120	2
61	15921	261	130	2
62	14570	235	117	2
63	13923	221	110	2
64	16192	253	126	2
65	13845	213	106	2
66	15642	237	118	2
67	17621	263	131	2
68	19380	285	142	2
69	13869	201	100	2
70	17990	257	128	2
71	15265	215	107	2
72	19512	271	135	2
73	14381	197	98	2
74	15466	209	104	2
75	15825	211	105	2
76	20140	265	132	2
77	20405	265	132	2
78	13806	177	88	2
79	16827	213	106	2
80	15600	195	97	2
81	18549	229	114	2
82	17138	209	104	2
83	18509	223	111	2
84	18732	223	111	2
85	17425	205	102	2
86	17802	207	103	2
87	17835	205	102	2
88	21912	249	124	2
89	15219	171	85	2
90	22050	245	122	2
91	18291	201	100	2
92	21252	231	115	2
93	9579	103	51	2
94	20962	223	111	2
95	17195	181	90	2
96	19872	207	103	2
97	15035	155	77	2
98	26166	267	133	2
99	18315	185	92	2
100	21500	215	107	2
